"","navn","ministerpost","parti","start","stop","dod","regering","r_start","r_stop","time","p_start","p_stop","early","regering_lower","Nr","Regeringsnavn","Fra","Parti(er)","Til","Kaldenavn","url_add"
"458","Vilhelm Buhl"," Statsminister  og "," (S)",1942-05-04,NA,"","Regeringen-Buhl-I",1942-05-04,NA,NA,1942-05-04,NA,NA,"regeringen-buhl-i",40,"Regeringen Vilhelm Buhl I","4. maj 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre","9. november 1942 (0 år og 189 dage)","","Regeringen-Buhl-I"
"459","Erik Scavenius"," Udenrigsminister  og "," (u.p.)",1942-05-04,NA,"","Regeringen-Buhl-I",1942-05-04,NA,NA,1942-05-04,NA,NA,"regeringen-buhl-i",40,"Regeringen Vilhelm Buhl I","4. maj 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre","9. november 1942 (0 år og 189 dage)","","Regeringen-Buhl-I"
"460","Vilhelm Buhl"," Finansminister (til 16.07.1942)  og "," (S)",1942-05-04,1942-07-16,"16.07.1942","Regeringen-Buhl-I",1942-05-04,NA,0.199999999999818,1942-05-04,NA,NA,"regeringen-buhl-i",40,"Regeringen Vilhelm Buhl I","4. maj 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre","9. november 1942 (0 år og 189 dage)","","Regeringen-Buhl-I"
"461","Alsing Andersen"," (fra 16.07.1942)  og "," (S)",1942-07-16,1942-07-16,"16.07.1942","Regeringen-Buhl-I",1942-05-04,NA,0,1942-07-16,1942-07-16,NA,"regeringen-buhl-i",40,"Regeringen Vilhelm Buhl I","4. maj 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre","9. november 1942 (0 år og 189 dage)","","Regeringen-Buhl-I"
"462","Søren Brorsen"," Forsvarsminister  og "," (V)",1942-05-04,NA,"","Regeringen-Buhl-I",1942-05-04,NA,NA,1942-05-04,NA,NA,"regeringen-buhl-i",40,"Regeringen Vilhelm Buhl I","4. maj 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre","9. november 1942 (0 år og 189 dage)","","Regeringen-Buhl-I"
"463","Vilhelm Fibiger"," Kirkeminister  og "," (KF)",1942-05-04,NA,"","Regeringen-Buhl-I",1942-05-04,NA,NA,1942-05-04,NA,NA,"regeringen-buhl-i",40,"Regeringen Vilhelm Buhl I","4. maj 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre","9. november 1942 (0 år og 189 dage)","","Regeringen-Buhl-I"
"464","Jørgen Jørgensen"," Undervisningsminister  og "," (R)",1942-05-04,NA,"","Regeringen-Buhl-I",1942-05-04,NA,NA,1942-05-04,NA,NA,"regeringen-buhl-i",40,"Regeringen Vilhelm Buhl I","4. maj 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre","9. november 1942 (0 år og 189 dage)","","Regeringen-Buhl-I"
"465","E. Thune Jacobsen"," Justitsminister  og "," (u.p.)",1942-05-04,NA,"","Regeringen-Buhl-I",1942-05-04,NA,NA,1942-05-04,NA,NA,"regeringen-buhl-i",40,"Regeringen Vilhelm Buhl I","4. maj 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre","9. november 1942 (0 år og 189 dage)","","Regeringen-Buhl-I"
"466","Knud Kristensen"," Indenrigsminister  og "," (V)",1942-05-04,NA,"","Regeringen-Buhl-I",1942-05-04,NA,NA,1942-05-04,NA,NA,"regeringen-buhl-i",40,"Regeringen Vilhelm Buhl I","4. maj 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre","9. november 1942 (0 år og 189 dage)","","Regeringen-Buhl-I"
"467","Gunnar Larsen"," Minister for offentlige arbejder  og "," (u.p.)",1942-05-04,NA,"","Regeringen-Buhl-I",1942-05-04,NA,NA,1942-05-04,NA,NA,"regeringen-buhl-i",40,"Regeringen Vilhelm Buhl I","4. maj 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre","9. november 1942 (0 år og 189 dage)","","Regeringen-Buhl-I"
"468","Kristen Bording"," Minister for landbrug og fiskeri (Landbrugsminister)  og "," (S)",1942-05-04,NA,"","Regeringen-Buhl-I",1942-05-04,NA,NA,1942-05-04,NA,NA,"regeringen-buhl-i",40,"Regeringen Vilhelm Buhl I","4. maj 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre","9. november 1942 (0 år og 189 dage)","","Regeringen-Buhl-I"
"469","Halfdan Hendriksen"," Minister for handel og  industri og søfart (Handelsminister "," (KF)",1942-05-04,NA,"","Regeringen-Buhl-I",1942-05-04,NA,NA,1942-05-04,NA,NA,"regeringen-buhl-i",40,"Regeringen Vilhelm Buhl I","4. maj 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre","9. november 1942 (0 år og 189 dage)","","Regeringen-Buhl-I"
"470","Johs. Kjærbøl"," Arbejds- og socialminister og "," (S)",1942-05-04,NA,"","Regeringen-Buhl-I",1942-05-04,NA,NA,1942-05-04,NA,NA,"regeringen-buhl-i",40,"Regeringen Vilhelm Buhl I","4. maj 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre","9. november 1942 (0 år og 189 dage)","","Regeringen-Buhl-I"
"471","Erik Scavenius"," Statsminister  og  og "," (u.p.)",1942-11-09,1945-05-05,NA,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,1942-11-09,1945-05-05,0,"regeringen-scavenius",41,"Regeringen Scavenius","9. november 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre(indgav sin afskedsbegæring 29. august 1943 - herefter Departementschefstyret)","5. maj 1945 (2 år og 177 dage)","","Regeringen-Scavenius"
"472","Erik Scavenius"," Udenrigsminister  og  og "," (u.p.)",1942-11-09,1945-05-05,NA,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,1942-11-09,1945-05-05,0,"regeringen-scavenius",41,"Regeringen Scavenius","9. november 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre(indgav sin afskedsbegæring 29. august 1943 - herefter Departementschefstyret)","5. maj 1945 (2 år og 177 dage)","","Regeringen-Scavenius"
"473","K. H. Kofoed"," Finansminister  og  og "," (u.p.)",1942-11-09,1945-05-05,NA,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,1942-11-09,1945-05-05,0,"regeringen-scavenius",41,"Regeringen Scavenius","9. november 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre(indgav sin afskedsbegæring 29. august 1943 - herefter Departementschefstyret)","5. maj 1945 (2 år og 177 dage)","","Regeringen-Scavenius"
"474","Søren Brorsen"," Forsvarsminister  og  og "," (V)",1942-11-09,1945-05-05,NA,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,1942-11-09,1945-05-05,0,"regeringen-scavenius",41,"Regeringen Scavenius","9. november 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre(indgav sin afskedsbegæring 29. august 1943 - herefter Departementschefstyret)","5. maj 1945 (2 år og 177 dage)","","Regeringen-Scavenius"
"475","Valdemar Holbøll"," Kirkeminister  og  og "," (u.p.)",1942-11-09,1945-05-05,NA,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,1942-11-09,1945-05-05,0,"regeringen-scavenius",41,"Regeringen Scavenius","9. november 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre(indgav sin afskedsbegæring 29. august 1943 - herefter Departementschefstyret)","5. maj 1945 (2 år og 177 dage)","","Regeringen-Scavenius"
"476","A. C. Højberg- Christensen"," Undervisningsminister  og  og "," (u.p.)",1942-11-09,1945-05-05,NA,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,1942-11-09,1945-05-05,0,"regeringen-scavenius",41,"Regeringen Scavenius","9. november 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre(indgav sin afskedsbegæring 29. august 1943 - herefter Departementschefstyret)","5. maj 1945 (2 år og 177 dage)","","Regeringen-Scavenius"
"477","E. Thune Jacobsen"," Justitsminister  og  og "," (u.p.)",1942-11-09,1945-05-05,NA,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,1942-11-09,1945-05-05,0,"regeringen-scavenius",41,"Regeringen Scavenius","9. november 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre(indgav sin afskedsbegæring 29. august 1943 - herefter Departementschefstyret)","5. maj 1945 (2 år og 177 dage)","","Regeringen-Scavenius"
"478","Jørgen Jørgensen"," Indenrigsminister  og  og "," (R)",1942-11-09,1945-05-05,NA,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,1942-11-09,1945-05-05,0,"regeringen-scavenius",41,"Regeringen Scavenius","9. november 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre(indgav sin afskedsbegæring 29. august 1943 - herefter Departementschefstyret)","5. maj 1945 (2 år og 177 dage)","","Regeringen-Scavenius"
"479","Gunnar Larsen"," Minister for offentlige arbejder  og  og "," (u.p.)",1942-11-09,1945-05-05,NA,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,1942-11-09,1945-05-05,0,"regeringen-scavenius",41,"Regeringen Scavenius","9. november 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre(indgav sin afskedsbegæring 29. august 1943 - herefter Departementschefstyret)","5. maj 1945 (2 år og 177 dage)","","Regeringen-Scavenius"
"480","N. Elgaard"," Trafikminister  og  og "," (V)",1942-11-09,1945-05-05,NA,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,1942-11-09,1945-05-05,0,"regeringen-scavenius",41,"Regeringen Scavenius","9. november 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre(indgav sin afskedsbegæring 29. august 1943 - herefter Departementschefstyret)","5. maj 1945 (2 år og 177 dage)","","Regeringen-Scavenius"
"481","Kristen Bording"," Minister for landbrug og fiskeri (Landbrugsminister)  og  og "," (S)",1942-11-09,1945-05-05,NA,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,1942-11-09,1945-05-05,0,"regeringen-scavenius",41,"Regeringen Scavenius","9. november 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre(indgav sin afskedsbegæring 29. august 1943 - herefter Departementschefstyret)","5. maj 1945 (2 år og 177 dage)","","Regeringen-Scavenius"
"482","Halfdan Hendriksen"," Minister for handel og  industri og søfart (Handelsminister) Johs. Kjærbøl (S) og  Arbejdsminister "," (KF)",1942-11-09,1945-05-05,NA,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,1942-11-09,1945-05-05,0,"regeringen-scavenius",41,"Regeringen Scavenius","9. november 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre(indgav sin afskedsbegæring 29. august 1943 - herefter Departementschefstyret)","5. maj 1945 (2 år og 177 dage)","","Regeringen-Scavenius"
"483","Laurits Hansen"," Socialminister og  og "," (S)",1942-11-09,1945-05-05,NA,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,1942-11-09,1945-05-05,0,"regeringen-scavenius",41,"Regeringen Scavenius","9. november 1942","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti og Det Radikale Venstre(indgav sin afskedsbegæring 29. august 1943 - herefter Departementschefstyret)","5. maj 1945 (2 år og 177 dage)","","Regeringen-Scavenius"
"484","Vilhelm Buhl"," Statsminister  og "," (S)",1945-05-05,NA,"","Regeringen-Buhl-II",1945-05-05,NA,NA,1945-05-05,NA,NA,"regeringen-buhl-ii",42,"Regeringen Vilhelm Buhl II","5. maj 1945","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti, og Det Radikale Venstre samt modstandsgrupperne: Ringen, de Frie Danske (i udlandet), Danmarks Kommunistiske Parti, Dansk Samling og Frit Danmark.","7. november 1945 (0 år og 186 dage)","Befrielsesregeringen","Regeringen-Buhl-II"
"485","Vilhelm Buhl"," Udenrigsminister (ad interim til 07.05.1945)  og "," (S)",1945-05-05,1945-05-07,"07.05.1945","Regeringen-Buhl-II",1945-05-05,NA,0.00547945205471478,1945-05-05,NA,NA,"regeringen-buhl-ii",42,"Regeringen Vilhelm Buhl II","5. maj 1945","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti, og Det Radikale Venstre samt modstandsgrupperne: Ringen, de Frie Danske (i udlandet), Danmarks Kommunistiske Parti, Dansk Samling og Frit Danmark.","7. november 1945 (0 år og 186 dage)","Befrielsesregeringen","Regeringen-Buhl-II"
"486","J. Christmas Møller"," Udenrigsminister (fra 07.05.1945)  og "," (KF)",1945-05-07,1945-05-07,"07.05.1945","Regeringen-Buhl-II",1945-05-05,NA,0,1945-05-07,1945-05-07,NA,"regeringen-buhl-ii",42,"Regeringen Vilhelm Buhl II","5. maj 1945","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti, og Det Radikale Venstre samt modstandsgrupperne: Ringen, de Frie Danske (i udlandet), Danmarks Kommunistiske Parti, Dansk Samling og Frit Danmark.","7. november 1945 (0 år og 186 dage)","Befrielsesregeringen","Regeringen-Buhl-II"
"487","H. C. Hansen"," Finansminister  og "," (S)",1945-05-05,NA,"","Regeringen-Buhl-II",1945-05-05,NA,NA,1945-05-05,NA,NA,"regeringen-buhl-ii",42,"Regeringen Vilhelm Buhl II","5. maj 1945","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti, og Det Radikale Venstre samt modstandsgrupperne: Ringen, de Frie Danske (i udlandet), Danmarks Kommunistiske Parti, Dansk Samling og Frit Danmark.","7. november 1945 (0 år og 186 dage)","Befrielsesregeringen","Regeringen-Buhl-II"
"488","Ole Bjørn Kraft"," Forsvarsminister  og "," (KF)",1945-05-05,NA,"","Regeringen-Buhl-II",1945-05-05,NA,NA,1945-05-05,NA,NA,"regeringen-buhl-ii",42,"Regeringen Vilhelm Buhl II","5. maj 1945","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti, og Det Radikale Venstre samt modstandsgrupperne: Ringen, de Frie Danske (i udlandet), Danmarks Kommunistiske Parti, Dansk Samling og Frit Danmark.","7. november 1945 (0 år og 186 dage)","Befrielsesregeringen","Regeringen-Buhl-II"
"489","Arne Sørensen"," Kirkeminister  og "," (DS)",1945-05-05,NA,"","Regeringen-Buhl-II",1945-05-05,NA,NA,1945-05-05,NA,NA,"regeringen-buhl-ii",42,"Regeringen Vilhelm Buhl II","5. maj 1945","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti, og Det Radikale Venstre samt modstandsgrupperne: Ringen, de Frie Danske (i udlandet), Danmarks Kommunistiske Parti, Dansk Samling og Frit Danmark.","7. november 1945 (0 år og 186 dage)","Befrielsesregeringen","Regeringen-Buhl-II"
"490","A. M. Hansen"," Undervisningsminister  og "," (R)",1945-05-05,NA,"","Regeringen-Buhl-II",1945-05-05,NA,NA,1945-05-05,NA,NA,"regeringen-buhl-ii",42,"Regeringen Vilhelm Buhl II","5. maj 1945","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti, og Det Radikale Venstre samt modstandsgrupperne: Ringen, de Frie Danske (i udlandet), Danmarks Kommunistiske Parti, Dansk Samling og Frit Danmark.","7. november 1945 (0 år og 186 dage)","Befrielsesregeringen","Regeringen-Buhl-II"
"491","N. Busch-Jensen"," Justitsminister  og "," (S)",1945-05-05,NA,"","Regeringen-Buhl-II",1945-05-05,NA,NA,1945-05-05,NA,NA,"regeringen-buhl-ii",42,"Regeringen Vilhelm Buhl II","5. maj 1945","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti, og Det Radikale Venstre samt modstandsgrupperne: Ringen, de Frie Danske (i udlandet), Danmarks Kommunistiske Parti, Dansk Samling og Frit Danmark.","7. november 1945 (0 år og 186 dage)","Befrielsesregeringen","Regeringen-Buhl-II"
"492","Knud Kristensen"," Indenrigsminister  og "," (V)",1945-05-05,NA,"","Regeringen-Buhl-II",1945-05-05,NA,NA,1945-05-05,NA,NA,"regeringen-buhl-ii",42,"Regeringen Vilhelm Buhl II","5. maj 1945","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti, og Det Radikale Venstre samt modstandsgrupperne: Ringen, de Frie Danske (i udlandet), Danmarks Kommunistiske Parti, Dansk Samling og Frit Danmark.","7. november 1945 (0 år og 186 dage)","Befrielsesregeringen","Regeringen-Buhl-II"
"493","Carl Petersen"," Minister for offentlige arbejder  og "," (S)",1945-05-05,NA,"","Regeringen-Buhl-II",1945-05-05,NA,NA,1945-05-05,NA,NA,"regeringen-buhl-ii",42,"Regeringen Vilhelm Buhl II","5. maj 1945","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti, og Det Radikale Venstre samt modstandsgrupperne: Ringen, de Frie Danske (i udlandet), Danmarks Kommunistiske Parti, Dansk Samling og Frit Danmark.","7. november 1945 (0 år og 186 dage)","Befrielsesregeringen","Regeringen-Buhl-II"
"494","Alfred Jensen"," Trafikminister  og "," (DKP)",1945-05-05,NA,"","Regeringen-Buhl-II",1945-05-05,NA,NA,1945-05-05,NA,NA,"regeringen-buhl-ii",42,"Regeringen Vilhelm Buhl II","5. maj 1945","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti, og Det Radikale Venstre samt modstandsgrupperne: Ringen, de Frie Danske (i udlandet), Danmarks Kommunistiske Parti, Dansk Samling og Frit Danmark.","7. november 1945 (0 år og 186 dage)","Befrielsesregeringen","Regeringen-Buhl-II"
"495","Erik Eriksen"," Landbrugsminister  og "," (V)",1945-05-05,NA,"","Regeringen-Buhl-II",1945-05-05,NA,NA,1945-05-05,NA,NA,"regeringen-buhl-ii",42,"Regeringen Vilhelm Buhl II","5. maj 1945","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti, og Det Radikale Venstre samt modstandsgrupperne: Ringen, de Frie Danske (i udlandet), Danmarks Kommunistiske Parti, Dansk Samling og Frit Danmark.","7. november 1945 (0 år og 186 dage)","Befrielsesregeringen","Regeringen-Buhl-II"
"496","Erik Eriksen"," Fiskeriminister  og "," (V)",1945-05-05,NA,"","Regeringen-Buhl-II",1945-05-05,NA,NA,1945-05-05,NA,NA,"regeringen-buhl-ii",42,"Regeringen Vilhelm Buhl II","5. maj 1945","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti, og Det Radikale Venstre samt modstandsgrupperne: Ringen, de Frie Danske (i udlandet), Danmarks Kommunistiske Parti, Dansk Samling og Frit Danmark.","7. november 1945 (0 år og 186 dage)","Befrielsesregeringen","Regeringen-Buhl-II"
"497","Vilhelm Fibiger"," Minister for handel og  industri og søfart (Handelsminister) "," (KF)",1945-05-05,NA,"","Regeringen-Buhl-II",1945-05-05,NA,NA,1945-05-05,NA,NA,"regeringen-buhl-ii",42,"Regeringen Vilhelm Buhl II","5. maj 1945","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti, og Det Radikale Venstre samt modstandsgrupperne: Ringen, de Frie Danske (i udlandet), Danmarks Kommunistiske Parti, Dansk Samling og Frit Danmark.","7. november 1945 (0 år og 186 dage)","Befrielsesregeringen","Regeringen-Buhl-II"
"498","Hans Hedtoft"," Arbejds- og socialminister  og "," (S)",1945-05-05,NA,"","Regeringen-Buhl-II",1945-05-05,NA,NA,1945-05-05,NA,NA,"regeringen-buhl-ii",42,"Regeringen Vilhelm Buhl II","5. maj 1945","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti, og Det Radikale Venstre samt modstandsgrupperne: Ringen, de Frie Danske (i udlandet), Danmarks Kommunistiske Parti, Dansk Samling og Frit Danmark.","7. november 1945 (0 år og 186 dage)","Befrielsesregeringen","Regeringen-Buhl-II"
"499","Mogens Fog"," Minister for særlige anliggender  og "," (DKP)",1945-05-05,NA,"","Regeringen-Buhl-II",1945-05-05,NA,NA,1945-05-05,NA,NA,"regeringen-buhl-ii",42,"Regeringen Vilhelm Buhl II","5. maj 1945","Samlingsregering: Socialdemokratiet, Venstre, Det Konservative Folkeparti, og Det Radikale Venstre samt modstandsgrupperne: Ringen, de Frie Danske (i udlandet), Danmarks Kommunistiske Parti, Dansk Samling og Frit Danmark.","7. november 1945 (0 år og 186 dage)","Befrielsesregeringen","Regeringen-Buhl-II"
